Date,ProductID,Price_USD,UnitsSold,PromotionFlag
24/06/2024,Prod_11,16.86,182,0
25/06/2024,Prod_11,34.71,436,1
26/06/2024,Prod_11,13.65,141,1
27/06/2024,Prod_11,46.47,288,1
28/06/2024,Prod_11,33.97,339,0
29/06/2024,Prod_11,40.33,337,0
30/06/2024,Prod_11,3.42,322,1
01/01/2024,Prod_12,30.33,82,0
02/01/2024,Prod_12,26.85,442,1
03/01/2024,Prod_12,15.36,167,0
04/01/2024,Prod_12,13.86,411,1
05/01/2024,Prod_12,29.42,334,1
06/01/2024,Prod_12,35.62,54,0
07/01/2024,Prod_12,2.63,463,0
08/01/2024,Prod_12,28.8,456,0
09/01/2024,Prod_12,9.35,73,0
10/01/2024,Prod_12,7.88,213,0
11/01/2024,Prod_12,31.53,171,0
12/01/2024,Prod_12,16.23,483,0
13/01/2024,Prod_12,22.6,436,0
14/01/2024,Prod_12,18.64,270,0
15/01/2024,Prod_12,32.77,219,0
16/01/2024,Prod_12,24.04,136,0
17/01/2024,Prod_12,48.21,35,1
18/01/2024,Prod_12,18.27,146,1
19/01/2024,Prod_12,37.27,183,0
20/01/2024,Prod_12,13.61,78,0
21/01/2024,Prod_12,25.93,308,1
22/01/2024,Prod_12,28.08,253,0
23/01/2024,Prod_12,17.13,328,0
24/01/2024,Prod_12,24.12,433,0
25/01/2024,Prod_12,14.68,392,0
26/01/2024,Prod_12,1.29,421,0
27/01/2024,Prod_12,11.57,236,1
28/01/2024,Prod_12,35.3,322,0
29/01/2024,Prod_12,38.78,337,1
30/01/2024,Prod_12,14.73,77,0
31/01/2024,Prod_12,20.99,374,1
01/02/2024,Prod_12,2.83,462,0
02/02/2024,Prod_12,12.62,425,0
03/02/2024,Prod_12,39.18,489,1
04/02/2024,Prod_12,30.69,73,1
05/02/2024,Prod_12,11.08,27,0
06/02/2024,Prod_12,13.61,404,1
07/02/2024,Prod_12,41.02,38,0
08/02/2024,Prod_12,11.25,254,1
09/02/2024,Prod_12,17.37,396,1
10/02/2024,Prod_12,33.55,426,0
11/02/2024,Prod_12,28.49,86,0
12/02/2024,Prod_12,23.58,357,0
13/02/2024,Prod_12,45.09,434,1
14/02/2024,Prod_12,11.77,359,0
15/02/2024,Prod_12,37.33,31,0
16/02/2024,Prod_12,8.79,205,0
17/02/2024,Prod_12,31.17,193,1
18/02/2024,Prod_12,43.66,230,0
19/02/2024,Prod_12,23.44,181,1
20/02/2024,Prod_12,36.49,245,1
21/02/2024,Prod_12,41.2,40,0
22/02/2024,Prod_12,7.67,329,0
23/02/2024,Prod_12,35.59,423,1
24/02/2024,Prod_12,46.07,394,0
25/02/2024,Prod_12,29.24,157,1
26/02/2024,Prod_12,10.12,168,1
27/02/2024,Prod_12,7.22,158,0
28/02/2024,Prod_12,13.73,130,0
29/02/2024,Prod_12,6.07,82,0
01/03/2024,Prod_12,26.16,156,0
02/03/2024,Prod_12,4.42,175,0
03/03/2024,Prod_12,11.95,288,0
04/03/2024,Prod_12,22.56,88,0
05/03/2024,Prod_12,24.22,102,0
06/03/2024,Prod_12,28.7,248,0
07/03/2024,Prod_12,35.58,206,1
08/03/2024,Prod_12,3.31,89,0
09/03/2024,Prod_12,4.95,345,0
10/03/2024,Prod_12,3.98,288,1
11/03/2024,Prod_12,21.73,411,0
12/03/2024,Prod_12,3.05,310,1
13/03/2024,Prod_12,37.56,96,0
14/03/2024,Prod_12,11.93,440,1
15/03/2024,Prod_12,47.02,159,0
16/03/2024,Prod_12,24.83,114,1
17/03/2024,Prod_12,22.87,24,1
18/03/2024,Prod_12,39.25,163,0
19/03/2024,Prod_12,35.94,286,0
20/03/2024,Prod_12,30.76,353,1
21/03/2024,Prod_12,46.82,55,0
22/03/2024,Prod_12,21.69,64,1
23/03/2024,Prod_12,40.62,33,0
24/03/2024,Prod_12,19.62,46,1
25/03/2024,Prod_12,42.08,219,0
26/03/2024,Prod_12,13.71,481,0
27/03/2024,Prod_12,15.17,289,0
28/03/2024,Prod_12,34.22,196,0
29/03/2024,Prod_12,11.42,253,0
30/03/2024,Prod_12,12.23,448,0
31/03/2024,Prod_12,15.96,286,0
01/04/2024,Prod_12,34.27,236,1
02/04/2024,Prod_12,44.58,79,0
03/04/2024,Prod_12,34.05,413,1
04/04/2024,Prod_12,41.56,446,0
05/04/2024,Prod_12,27.63,92,0
06/04/2024,Prod_12,4.38,96,0
07/04/2024,Prod_12,5.92,228,0
08/04/2024,Prod_12,28.17,286,0
09/04/2024,Prod_12,17.06,362,0
10/04/2024,Prod_12,11.81,235,0
11/04/2024,Prod_12,23.85,102,0
12/04/2024,Prod_12,33.66,252,0
13/04/2024,Prod_12,19.86,490,0
14/04/2024,Prod_12,40.32,140,0
15/04/2024,Prod_12,37.19,323,0
16/04/2024,Prod_12,37.01,143,0
17/04/2024,Prod_12,49.27,240,0
18/04/2024,Prod_12,15.47,266,0
19/04/2024,Prod_12,32.59,342,0
20/04/2024,Prod_12,42.92,61,0
21/04/2024,Prod_12,29.4,23,0
22/04/2024,Prod_12,39.69,11,1
23/04/2024,Prod_12,21.31,16,0
24/04/2024,Prod_12,29.93,49,0
25/04/2024,Prod_12,3.73,366,0
26/04/2024,Prod_12,49.3,336,0
27/04/2024,Prod_12,40.2,398,1
28/04/2024,Prod_12,43.57,390,1
29/04/2024,Prod_12,35.02,170,0
30/04/2024,Prod_12,10.12,401,1
01/05/2024,Prod_12,2.52,119,0
02/05/2024,Prod_12,43.37,479,0
03/05/2024,Prod_12,20.42,42,0
04/05/2024,Prod_12,13.93,10,0
05/05/2024,Prod_12,28.52,430,1
06/05/2024,Prod_12,21.62,468,1
07/05/2024,Prod_12,32.93,49,0
08/05/2024,Prod_12,24.71,265,0
09/05/2024,Prod_12,35.16,207,0
10/05/2024,Prod_12,42.82,167,1
11/05/2024,Prod_12,10.58,2,0
12/05/2024,Prod_12,17.14,68,0
13/05/2024,Prod_12,22.4,308,0
14/05/2024,Prod_12,48.14,472,1
15/05/2024,Prod_12,18.9,210,1
16/05/2024,Prod_12,19.67,139,0
17/05/2024,Prod_12,33.02,37,0
18/05/2024,Prod_12,21.54,218,1
19/05/2024,Prod_12,47.61,456,1
20/05/2024,Prod_12,44.83,278,0
21/05/2024,Prod_12,26.16,180,0
22/05/2024,Prod_12,32.59,5,1
23/05/2024,Prod_12,3.84,130,1
24/05/2024,Prod_12,35.09,133,1
25/05/2024,Prod_12,35.65,99,0
26/05/2024,Prod_12,18.6,160,1
27/05/2024,Prod_12,11.76,236,0
28/05/2024,Prod_12,45.84,147,1
29/05/2024,Prod_12,21.91,359,0
30/05/2024,Prod_12,33.03,115,0
31/05/2024,Prod_12,2.63,4,0
01/06/2024,Prod_12,21.29,87,1
02/06/2024,Prod_12,41.05,46,0
03/06/2024,Prod_12,19.99,83,0
04/06/2024,Prod_12,30.55,154,1
05/06/2024,Prod_12,11.28,306,0
06/06/2024,Prod_12,21.41,282,0
07/06/2024,Prod_12,46.45,327,1
08/06/2024,Prod_12,28.76,288,0
09/06/2024,Prod_12,45.19,111,1
10/06/2024,Prod_12,45.2,117,0
11/06/2024,Prod_12,47.26,97,1
12/06/2024,Prod_12,44.87,428,1
13/06/2024,Prod_12,1.16,282,0
14/06/2024,Prod_12,46.77,189,1
15/06/2024,Prod_12,7.74,88,0
16/06/2024,Prod_12,2.96,307,1
17/06/2024,Prod_12,3.71,443,1
18/06/2024,Prod_12,18.1,87,0
19/06/2024,Prod_12,31.42,422,0
20/06/2024,Prod_12,20.71,26,1
21/06/2024,Prod_12,2.25,380,0
22/06/2024,Prod_12,24.35,429,0
23/06/2024,Prod_12,22.66,31,0
24/06/2024,Prod_12,38.09,126,0
25/06/2024,Prod_12,14.7,198,1
26/06/2024,Prod_12,11.66,301,0
27/06/2024,Prod_12,13.54,31,0
28/06/2024,Prod_12,15.88,367,1
29/06/2024,Prod_12,30.36,317,0
30/06/2024,Prod_12,24.1,432,0
01/01/2024,Prod_13,17.51,232,1
02/01/2024,Prod_13,19.34,45,1
03/01/2024,Prod_13,19.18,493,1
04/01/2024,Prod_13,48.65,316,0
05/01/2024,Prod_13,12.42,189,0
06/01/2024,Prod_13,41.09,52,0
07/01/2024,Prod_13,35.7,52,0
08/01/2024,Prod_13,1.27,332,0
09/01/2024,Prod_13,49.67,499,0
10/01/2024,Prod_13,38.07,465,0
11/01/2024,Prod_13,34.44,318,0
12/01/2024,Prod_13,20.86,410,0
13/01/2024,Prod_13,28.2,323,0
14/01/2024,Prod_13,13.41,79,0
15/01/2024,Prod_13,2.74,49,0
16/01/2024,Prod_13,41.97,230,0
17/01/2024,Prod_13,44.93,344,1
18/01/2024,Prod_13,8.96,371,1
19/01/2024,Prod_13,39.57,478,1
20/01/2024,Prod_13,37.32,44,0
21/01/2024,Prod_13,9.74,292,0
22/01/2024,Prod_13,21.67,437,0
23/01/2024,Prod_13,21.72,247,1
24/01/2024,Prod_13,38.24,428,0
25/01/2024,Prod_13,42.05,219,0
26/01/2024,Prod_13,5.64,22,0
27/01/2024,Prod_13,28.59,130,0
28/01/2024,Prod_13,38.33,7,1
29/01/2024,Prod_13,39.52,272,0
30/01/2024,Prod_13,8.25,472,0
31/01/2024,Prod_13,26.75,350,0
01/02/2024,Prod_13,43.02,44,0
02/02/2024,Prod_13,16.61,240,1
03/02/2024,Prod_13,21.83,366,0
04/02/2024,Prod_13,40.41,65,1
05/02/2024,Prod_13,5.38,246,0
06/02/2024,Prod_13,43.12,475,0
07/02/2024,Prod_13,16.25,73,1
08/02/2024,Prod_13,1.07,71,1
09/02/2024,Prod_13,12.47,197,0
10/02/2024,Prod_13,5.39,189,0
11/02/2024,Prod_13,5.53,158,0
12/02/2024,Prod_13,34.95,426,0
13/02/2024,Prod_13,11.48,475,0
14/02/2024,Prod_13,46.8,330,0
15/02/2024,Prod_13,26.31,25,0
16/02/2024,Prod_13,23.54,338,1
17/02/2024,Prod_13,22.28,71,0
18/02/2024,Prod_13,34.94,313,1
19/02/2024,Prod_13,23.16,223,1
20/02/2024,Prod_13,7.3,160,1
21/02/2024,Prod_13,44.13,306,1
22/02/2024,Prod_13,21.99,493,1
23/02/2024,Prod_13,4.63,75,1
24/02/2024,Prod_13,26.94,138,0
25/02/2024,Prod_13,32.72,406,0
26/02/2024,Prod_13,14.5,479,1
27/02/2024,Prod_13,40.22,41,0
28/02/2024,Prod_13,33.82,303,0
29/02/2024,Prod_13,32.87,398,1
01/03/2024,Prod_13,21.62,387,0
02/03/2024,Prod_13,48.13,472,1
03/03/2024,Prod_13,14.44,334,0
04/03/2024,Prod_13,29.31,309,0
05/03/2024,Prod_13,16.14,16,0
06/03/2024,Prod_13,37.5,375,1
07/03/2024,Prod_13,3.34,189,0
08/03/2024,Prod_13,3.25,28,1
09/03/2024,Prod_13,40.73,163,0
10/03/2024,Prod_13,22.28,488,0
11/03/2024,Prod_13,17.72,386,0
12/03/2024,Prod_13,30.77,317,0
13/03/2024,Prod_13,35.39,440,0
14/03/2024,Prod_13,10.86,482,0
15/03/2024,Prod_13,10.09,55,0
16/03/2024,Prod_13,47.95,274,0
17/03/2024,Prod_13,29.89,455,1
18/03/2024,Prod_13,20.12,305,0
19/03/2024,Prod_13,40.27,102,0
20/03/2024,Prod_13,26.73,42,0
21/03/2024,Prod_13,12.84,263,1
22/03/2024,Prod_13,11.13,388,1
23/03/2024,Prod_13,20.45,171,1
24/03/2024,Prod_13,43.13,208,0
25/03/2024,Prod_13,4.01,315,1
26/03/2024,Prod_13,11.71,49,1
27/03/2024,Prod_13,44.76,60,1
28/03/2024,Prod_13,6.96,6,0
29/03/2024,Prod_13,31.85,148,1
30/03/2024,Prod_13,11.46,287,0
31/03/2024,Prod_13,30.69,211,0
01/04/2024,Prod_13,19.77,372,0
02/04/2024,Prod_13,5.98,150,0
03/04/2024,Prod_13,29.54,85,0
04/04/2024,Prod_13,34.47,466,0
05/04/2024,Prod_13,34.33,160,1
06/04/2024,Prod_13,32.21,47,0
07/04/2024,Prod_13,25.51,162,0
08/04/2024,Prod_13,26.45,499,0
09/04/2024,Prod_13,32.15,155,1
10/04/2024,Prod_13,34.82,230,0
11/04/2024,Prod_13,33.09,300,0
12/04/2024,Prod_13,29.76,158,1
13/04/2024,Prod_13,8.64,161,0
14/04/2024,Prod_13,11.32,411,0
15/04/2024,Prod_13,13.75,247,0
16/04/2024,Prod_13,46.06,56,0
17/04/2024,Prod_13,38.21,151,0
18/04/2024,Prod_13,28.09,299,0
19/04/2024,Prod_13,13.35,467,1
20/04/2024,Prod_13,6.43,54,0
21/04/2024,Prod_13,45.04,223,0
22/04/2024,Prod_13,44.74,254,1
23/04/2024,Prod_13,6.42,68,0
24/04/2024,Prod_13,40.06,53,0
25/04/2024,Prod_13,22.89,467,0
26/04/2024,Prod_13,16.87,245,0
27/04/2024,Prod_13,37.22,486,0
28/04/2024,Prod_13,31.1,40,1
29/04/2024,Prod_13,39.22,444,0
30/04/2024,Prod_13,4.64,342,0
01/05/2024,Prod_13,16.61,393,1
02/05/2024,Prod_13,16.65,351,1
03/05/2024,Prod_13,17.16,138,0
04/05/2024,Prod_13,25.62,266,1
05/05/2024,Prod_13,14.87,414,0
06/05/2024,Prod_13,22.77,138,0
07/05/2024,Prod_13,19.02,442,0
08/05/2024,Prod_13,37.03,292,0
09/05/2024,Prod_13,30.57,210,0
10/05/2024,Prod_13,33.03,172,0
11/05/2024,Prod_13,11.32,185,0
12/05/2024,Prod_13,16.95,299,0
13/05/2024,Prod_13,2.04,240,0
14/05/2024,Prod_13,6.31,211,1
15/05/2024,Prod_13,13.99,363,1
16/05/2024,Prod_13,4.21,151,0
17/05/2024,Prod_13,30.53,388,1
18/05/2024,Prod_13,49.91,396,0
19/05/2024,Prod_13,5.94,124,0
20/05/2024,Prod_13,41.24,49,0
21/05/2024,Prod_13,6.82,408,0
22/05/2024,Prod_13,33.83,397,1
23/05/2024,Prod_13,32.51,124,1
24/05/2024,Prod_13,45.23,68,0
25/05/2024,Prod_13,6.58,475,0
26/05/2024,Prod_13,16.46,358,0
27/05/2024,Prod_13,5.45,231,0
28/05/2024,Prod_13,20.96,456,1
29/05/2024,Prod_13,45.67,346,0
30/05/2024,Prod_13,39.29,418,0
31/05/2024,Prod_13,36.42,9,1
01/06/2024,Prod_13,27.12,266,0
02/06/2024,Prod_13,44.29,125,1
03/06/2024,Prod_13,23.02,371,0
04/06/2024,Prod_13,8.33,321,0
05/06/2024,Prod_13,42.04,112,0
06/06/2024,Prod_13,14.7,498,0
07/06/2024,Prod_13,3.63,328,1
08/06/2024,Prod_13,7.18,330,0
09/06/2024,Prod_13,30.84,54,1
10/06/2024,Prod_13,30.75,427,0
11/06/2024,Prod_13,13.75,497,1
12/06/2024,Prod_13,36.63,443,1
13/06/2024,Prod_13,38.91,89,0
14/06/2024,Prod_13,46.1,95,0
15/06/2024,Prod_13,29.66,359,1
16/06/2024,Prod_13,39.19,250,0
17/06/2024,Prod_13,37.9,443,1
18/06/2024,Prod_13,13.63,451,0
19/06/2024,Prod_13,16.2,317,1
20/06/2024,Prod_13,24.45,487,0
21/06/2024,Prod_13,1.93,166,1
22/06/2024,Prod_13,15.57,227,0
23/06/2024,Prod_13,24.22,136,1
24/06/2024,Prod_13,6.3,384,0
25/06/2024,Prod_13,7.19,65,0
26/06/2024,Prod_13,23.7,5,1
27/06/2024,Prod_13,36.82,120,1
28/06/2024,Prod_13,41.85,371,1
29/06/2024,Prod_13,27.77,219,0
30/06/2024,Prod_13,24.26,365,0
01/01/2024,Prod_14,19.83,474,0
02/01/2024,Prod_14,10.45,43,0
03/01/2024,Prod_14,8.18,188,0
04/01/2024,Prod_14,39.8,26,0
05/01/2024,Prod_14,23.79,267,1
06/01/2024,Prod_14,39.73,162,0
07/01/2024,Prod_14,35.5,233,1
08/01/2024,Prod_14,10.5,130,0
09/01/2024,Prod_14,26.01,21,1
10/01/2024,Prod_14,22.76,371,0
11/01/2024,Prod_14,21.77,410,1
12/01/2024,Prod_14,27.59,128,0
13/01/2024,Prod_14,49.12,76,1
14/01/2024,Prod_14,40.83,73,0
15/01/2024,Prod_14,45.28,233,0
16/01/2024,Prod_14,2.45,343,0
17/01/2024,Prod_14,7.88,106,0
18/01/2024,Prod_14,5.15,389,1
19/01/2024,Prod_14,13.9,9,0
20/01/2024,Prod_14,22.65,119,1
21/01/2024,Prod_14,32.46,50,0
22/01/2024,Prod_14,25.54,10,1
23/01/2024,Prod_14,45.26,113,1
24/01/2024,Prod_14,47.05,442,0
25/01/2024,Prod_14,9.01,266,0
26/01/2024,Prod_14,42.79,78,0
27/01/2024,Prod_14,24.6,36,0
28/01/2024,Prod_14,23.21,202,0
29/01/2024,Prod_14,39.46,312,0
30/01/2024,Prod_14,5.56,118,0
31/01/2024,Prod_14,44.24,190,0
01/02/2024,Prod_14,33.87,242,0
02/02/2024,Prod_14,43.89,293,0
03/02/2024,Prod_14,49.73,169,0
04/02/2024,Prod_14,26.38,230,0
05/02/2024,Prod_14,5.57,48,0
06/02/2024,Prod_14,9.16,150,0
07/02/2024,Prod_14,16.86,343,1
08/02/2024,Prod_14,6.07,208,0
09/02/2024,Prod_14,40.95,61,1
10/02/2024,Prod_14,15.55,331,0
11/02/2024,Prod_14,48.82,117,0
12/02/2024,Prod_14,35.43,239,0
13/02/2024,Prod_14,9.5,371,0
14/02/2024,Prod_14,24.33,355,1
15/02/2024,Prod_14,23.88,48,0
16/02/2024,Prod_14,25.13,448,1
17/02/2024,Prod_14,27.25,245,0
18/02/2024,Prod_14,2.53,468,0
19/02/2024,Prod_14,34.63,293,0
20/02/2024,Prod_14,24.87,425,0
21/02/2024,Prod_14,39.76,5,0
22/02/2024,Prod_14,40.95,100,0
23/02/2024,Prod_14,12.3,205,1
24/02/2024,Prod_14,3.37,180,1
25/02/2024,Prod_14,35.46,17,0
26/02/2024,Prod_14,48.91,90,0
27/02/2024,Prod_14,22.89,108,0
28/02/2024,Prod_14,13.72,190,0
29/02/2024,Prod_14,8.68,180,1
01/03/2024,Prod_14,15.08,249,0
02/03/2024,Prod_14,17.07,251,1
03/03/2024,Prod_14,21.77,20,1
04/03/2024,Prod_14,33.11,359,0
05/03/2024,Prod_14,14.38,97,0
06/03/2024,Prod_14,3.5,222,0
07/03/2024,Prod_14,19.29,144,0
08/03/2024,Prod_14,42.93,7,0
09/03/2024,Prod_14,25.42,350,1
10/03/2024,Prod_14,48.27,322,0
11/03/2024,Prod_14,25.68,268,1
12/03/2024,Prod_14,14.52,427,1
13/03/2024,Prod_14,10.47,296,1
14/03/2024,Prod_14,35.03,1,0
15/03/2024,Prod_14,27.28,58,1
16/03/2024,Prod_14,30.6,387,0
17/03/2024,Prod_14,38,264,0
18/03/2024,Prod_14,36.57,90,1
19/03/2024,Prod_14,3.12,488,1
20/03/2024,Prod_14,40.33,75,0
21/03/2024,Prod_14,27.1,445,1
22/03/2024,Prod_14,20.19,341,0
23/03/2024,Prod_14,27.34,261,0
24/03/2024,Prod_14,31.01,488,0
25/03/2024,Prod_14,8.33,282,0
26/03/2024,Prod_14,21.45,341,0
27/03/2024,Prod_14,17.44,329,0
28/03/2024,Prod_14,18.17,401,0
29/03/2024,Prod_14,5.48,357,0
30/03/2024,Prod_14,8.83,243,0
31/03/2024,Prod_14,8.93,499,0
01/04/2024,Prod_14,19.29,322,0
02/04/2024,Prod_14,44.83,435,0
03/04/2024,Prod_14,11.1,119,0
04/04/2024,Prod_14,21.39,47,0
05/04/2024,Prod_14,16.27,168,0
06/04/2024,Prod_14,39.58,348,0
07/04/2024,Prod_14,3.46,27,1
08/04/2024,Prod_14,10.63,296,0
09/04/2024,Prod_14,11.32,1,0
10/04/2024,Prod_14,49.66,174,0
11/04/2024,Prod_14,28.97,395,0
12/04/2024,Prod_14,7.81,167,0
13/04/2024,Prod_14,14.34,18,1
14/04/2024,Prod_14,9.22,91,0
15/04/2024,Prod_14,7.11,303,0
16/04/2024,Prod_14,40.06,202,0
17/04/2024,Prod_14,25.29,484,0
18/04/2024,Prod_14,31.93,21,1
19/04/2024,Prod_14,17.23,156,0
20/04/2024,Prod_14,28.13,385,0
21/04/2024,Prod_14,13.62,14,0
22/04/2024,Prod_14,16.09,20,0
23/04/2024,Prod_14,32.96,244,0
24/04/2024,Prod_14,8.37,377,0
25/04/2024,Prod_14,31.24,457,0
26/04/2024,Prod_14,42.76,173,0
27/04/2024,Prod_14,6.9,445,0
28/04/2024,Prod_14,44.98,411,1
29/04/2024,Prod_14,4.89,122,0
30/04/2024,Prod_14,18.1,497,0
01/05/2024,Prod_14,30.91,184,1
02/05/2024,Prod_14,28.41,308,0
03/05/2024,Prod_14,5.72,68,0
04/05/2024,Prod_14,40.15,293,0
05/05/2024,Prod_14,48.68,338,0
06/05/2024,Prod_14,9.88,159,0
07/05/2024,Prod_14,44.86,49,0
08/05/2024,Prod_14,28.28,181,0
09/05/2024,Prod_14,46.86,295,0
10/05/2024,Prod_14,9.63,394,0
11/05/2024,Prod_14,39.81,393,1
12/05/2024,Prod_14,3.93,348,0
13/05/2024,Prod_14,44.28,476,0
14/05/2024,Prod_14,34.03,141,0
15/05/2024,Prod_14,19.14,18,0
16/05/2024,Prod_14,10.33,140,0
17/05/2024,Prod_14,41.01,72,0
18/05/2024,Prod_14,30.56,471,0
19/05/2024,Prod_14,18.66,242,0
20/05/2024,Prod_14,22.75,261,1
21/05/2024,Prod_14,41.5,263,0
22/05/2024,Prod_14,17.61,143,0
23/05/2024,Prod_14,5.39,195,0
24/05/2024,Prod_14,45.65,146,0
25/05/2024,Prod_14,19.98,294,0
26/05/2024,Prod_14,18.07,26,0
27/05/2024,Prod_14,11.02,422,0
28/05/2024,Prod_14,44.97,59,0
29/05/2024,Prod_14,11.66,52,1
30/05/2024,Prod_14,32.2,417,1
31/05/2024,Prod_14,44.16,149,0
01/06/2024,Prod_14,2.71,401,1
02/06/2024,Prod_14,41.61,107,1
03/06/2024,Prod_14,21.12,318,1
04/06/2024,Prod_14,33.24,59,0
05/06/2024,Prod_14,19.25,258,1
06/06/2024,Prod_14,35.08,448,0
07/06/2024,Prod_14,13.46,281,0
08/06/2024,Prod_14,2.07,425,1
09/06/2024,Prod_14,47.44,19,1
10/06/2024,Prod_14,1.8,166,0
11/06/2024,Prod_14,41.38,25,1
12/06/2024,Prod_14,9.29,423,0
13/06/2024,Prod_14,20.22,4,0
14/06/2024,Prod_14,41.3,3,0
15/06/2024,Prod_14,11.09,418,1
16/06/2024,Prod_14,43.42,362,1
17/06/2024,Prod_14,25.39,394,1
18/06/2024,Prod_14,18.94,369,0
19/06/2024,Prod_14,33.46,27,0
20/06/2024,Prod_14,17.73,368,0
21/06/2024,Prod_14,18.02,346,0
22/06/2024,Prod_14,36.94,219,0
23/06/2024,Prod_14,16.18,385,0
24/06/2024,Prod_14,10.84,44,0
25/06/2024,Prod_14,40.57,212,1
26/06/2024,Prod_14,40.46,52,0
27/06/2024,Prod_14,25.38,153,1
28/06/2024,Prod_14,26.81,202,0
29/06/2024,Prod_14,35.11,321,0
30/06/2024,Prod_14,25.95,464,0
01/01/2024,Prod_15,21.43,11,0
02/01/2024,Prod_15,49.75,68,0
03/01/2024,Prod_15,8.23,227,0
04/01/2024,Prod_15,30.04,121,1
05/01/2024,Prod_15,44.41,333,1
06/01/2024,Prod_15,34.67,469,0
07/01/2024,Prod_15,44.17,15,0
08/01/2024,Prod_15,17.48,57,1
09/01/2024,Prod_15,14.33,330,1
10/01/2024,Prod_15,42.71,64,0
11/01/2024,Prod_15,20.31,230,1
12/01/2024,Prod_15,35.77,11,0
13/01/2024,Prod_15,8.24,121,0
14/01/2024,Prod_15,38.04,224,0
15/01/2024,Prod_15,27.9,225,0
16/01/2024,Prod_15,14.16,125,0
17/01/2024,Prod_15,25.23,148,0
18/01/2024,Prod_15,35.15,228,1
19/01/2024,Prod_15,1.58,30,0
20/01/2024,Prod_15,32.24,10,0
21/01/2024,Prod_15,27.54,54,0
22/01/2024,Prod_15,11.79,186,0
23/01/2024,Prod_15,37.9,207,0
24/01/2024,Prod_15,15.87,255,1
25/01/2024,Prod_15,14.57,157,1
26/01/2024,Prod_15,24.09,129,0
27/01/2024,Prod_15,34.13,58,0
28/01/2024,Prod_15,46.51,405,1
29/01/2024,Prod_15,7.93,399,0
30/01/2024,Prod_15,20.43,195,0
31/01/2024,Prod_15,4.28,417,0
01/02/2024,Prod_15,38.17,422,1
02/02/2024,Prod_15,22.94,403,0
03/02/2024,Prod_15,35.64,388,1
04/02/2024,Prod_15,16.79,76,0
05/02/2024,Prod_15,42.37,89,0
06/02/2024,Prod_15,27.21,354,0
07/02/2024,Prod_15,47.24,81,0
08/02/2024,Prod_15,4.86,186,0
09/02/2024,Prod_15,26.2,326,0
10/02/2024,Prod_15,38.56,268,0
11/02/2024,Prod_15,30.41,383,0
12/02/2024,Prod_15,2.14,79,1
13/02/2024,Prod_15,48.64,145,1
14/02/2024,Prod_15,15.61,129,1
15/02/2024,Prod_15,13.21,14,1
16/02/2024,Prod_15,24.8,119,0
17/02/2024,Prod_15,27.57,2,0
18/02/2024,Prod_15,38.55,4,1
19/02/2024,Prod_15,20.27,244,0
20/02/2024,Prod_15,22.56,66,0
21/02/2024,Prod_15,27.21,246,1
22/02/2024,Prod_15,20.32,90,0
23/02/2024,Prod_15,45.81,430,1
24/02/2024,Prod_15,42.71,178,0
25/02/2024,Prod_15,23.29,60,0
26/02/2024,Prod_15,1.01,232,1
27/02/2024,Prod_15,45.15,436,0
28/02/2024,Prod_15,7.09,353,1
29/02/2024,Prod_15,12.98,176,1
01/03/2024,Prod_15,8.47,167,0
02/03/2024,Prod_15,9.81,383,0
03/03/2024,Prod_15,40.34,198,0
04/03/2024,Prod_15,29.4,60,0
05/03/2024,Prod_15,47.85,414,1
06/03/2024,Prod_15,12.34,470,0
07/03/2024,Prod_15,24.8,411,0
08/03/2024,Prod_15,48.89,83,0
09/03/2024,Prod_15,41.5,74,0
10/03/2024,Prod_15,36.7,311,1
11/03/2024,Prod_15,10.26,454,0
12/03/2024,Prod_15,38.7,26,0
13/03/2024,Prod_15,18.03,426,0
14/03/2024,Prod_15,27,377,1
15/03/2024,Prod_15,30.85,243,1
16/03/2024,Prod_15,30.86,323,1
17/03/2024,Prod_15,36.6,116,0
18/03/2024,Prod_15,33.42,323,0
19/03/2024,Prod_15,4.35,180,1
20/03/2024,Prod_15,23.41,262,1
21/03/2024,Prod_15,33.54,497,0
22/03/2024,Prod_15,15.5,114,1
23/03/2024,Prod_15,16.34,266,1
24/03/2024,Prod_15,7.1,38,0
25/03/2024,Prod_15,21.51,380,0
26/03/2024,Prod_15,49.35,77,0
27/03/2024,Prod_15,14.98,102,1
28/03/2024,Prod_15,27.04,12,0
29/03/2024,Prod_15,37.42,302,1
30/03/2024,Prod_15,1.66,49,0
31/03/2024,Prod_15,45.12,254,0
01/04/2024,Prod_15,19.94,347,0
02/04/2024,Prod_15,43.59,380,1
03/04/2024,Prod_15,2.91,249,0
04/04/2024,Prod_15,8.14,72,0
05/04/2024,Prod_15,16.8,447,1
06/04/2024,Prod_15,17.93,197,0
07/04/2024,Prod_15,42.54,253,1
08/04/2024,Prod_15,1.55,484,0
09/04/2024,Prod_15,32.41,358,0
10/04/2024,Prod_15,7.43,299,0
11/04/2024,Prod_15,41.34,222,1
12/04/2024,Prod_15,39.15,60,0
13/04/2024,Prod_15,25.5,357,1
14/04/2024,Prod_15,11.42,157,0
15/04/2024,Prod_15,32.09,342,0
16/04/2024,Prod_15,8.66,462,0
17/04/2024,Prod_15,10.31,382,1
18/04/2024,Prod_15,31.71,202,0
19/04/2024,Prod_15,49.57,267,0
20/04/2024,Prod_15,44.66,35,1
21/04/2024,Prod_15,30.06,255,0
