Date,StoreID,ProductCategory,UnitsSold,SalesValue,Region
23/01/2024,Store_39,Frozen,4,57.76,North
24/01/2024,Store_39,Beverages,72,57.51,North
25/01/2024,Store_39,Produce,98,91.5,East
26/01/2024,Store_39,Dairy,110,53.09,North
27/01/2024,Store_39,Dairy,28,14.57,South
28/01/2024,Store_39,Dairy,130,57.7,East
29/01/2024,Store_39,Dairy,17,10.04,West
30/01/2024,Store_39,Frozen,58,21.18,West
31/01/2024,Store_39,Beverages,127,4.08,South
01/02/2024,Store_39,Bakery,9,51.82,South
02/02/2024,Store_39,Beverages,31,9.37,West
03/02/2024,Store_39,Dairy,194,47.47,East
04/02/2024,Store_39,Frozen,88,93.36,South
05/02/2024,Store_39,Frozen,62,72.26,West
06/02/2024,Store_39,Dairy,19,8.66,East
07/02/2024,Store_39,Frozen,81,23.2,South
08/02/2024,Store_39,Dairy,107,67.69,North
09/02/2024,Store_39,Beverages,55,89.58,North
10/02/2024,Store_39,Produce,156,4.26,North
11/02/2024,Store_39,Frozen,112,81.43,East
12/02/2024,Store_39,Dairy,123,56.62,South
13/02/2024,Store_39,Dairy,178,55.06,West
14/02/2024,Store_39,Frozen,65,95.82,South
15/02/2024,Store_39,Bakery,124,75.02,North
16/02/2024,Store_39,Dairy,3,85.16,North
17/02/2024,Store_39,Frozen,180,36.05,East
18/02/2024,Store_39,Dairy,138,55.88,West
19/02/2024,Store_39,Bakery,21,61.93,East
20/02/2024,Store_39,Produce,37,32.84,West
21/02/2024,Store_39,Bakery,15,57.45,South
22/02/2024,Store_39,Beverages,87,24.43,East
23/02/2024,Store_39,Frozen,120,15.19,East
24/02/2024,Store_39,Bakery,137,38.02,East
25/02/2024,Store_39,Produce,44,74.19,North
26/02/2024,Store_39,Dairy,39,91.7,North
27/02/2024,Store_39,Frozen,133,46.31,West
28/02/2024,Store_39,Bakery,25,64.64,South
29/02/2024,Store_39,Produce,56,11.2,East
01/03/2024,Store_39,Bakery,121,90.54,North
02/03/2024,Store_39,Beverages,90,57.29,East
03/03/2024,Store_39,Frozen,64,78.25,West
04/03/2024,Store_39,Dairy,180,79.65,West
05/03/2024,Store_39,Produce,89,26.39,South
06/03/2024,Store_39,Bakery,112,53.39,West
07/03/2024,Store_39,Frozen,76,96.09,East
08/03/2024,Store_39,Bakery,137,9.87,South
09/03/2024,Store_39,Frozen,138,68.62,South
10/03/2024,Store_39,Beverages,10,96.26,North
11/03/2024,Store_39,Bakery,62,30.76,East
12/03/2024,Store_39,Beverages,90,86.28,West
13/03/2024,Store_39,Produce,60,93.43,North
14/03/2024,Store_39,Beverages,147,74.96,East
15/03/2024,Store_39,Frozen,107,23.9,East
16/03/2024,Store_39,Produce,38,34.07,South
17/03/2024,Store_39,Bakery,134,4.55,South
18/03/2024,Store_39,Bakery,143,83.31,East
19/03/2024,Store_39,Frozen,47,85.11,North
20/03/2024,Store_39,Dairy,173,63.64,South
21/03/2024,Store_39,Dairy,133,35.9,South
22/03/2024,Store_39,Bakery,78,8.6,East
23/03/2024,Store_39,Frozen,53,75.55,East
24/03/2024,Store_39,Dairy,194,72.93,South
25/03/2024,Store_39,Beverages,62,91.35,North
26/03/2024,Store_39,Bakery,23,73.32,South
27/03/2024,Store_39,Beverages,44,83.04,East
28/03/2024,Store_39,Frozen,52,74.85,South
29/03/2024,Store_39,Beverages,46,63.44,East
30/03/2024,Store_39,Dairy,147,43.27,South
31/03/2024,Store_39,Dairy,84,90.31,East
01/01/2024,Store_40,Produce,47,65.45,East
02/01/2024,Store_40,Bakery,91,40.44,North
03/01/2024,Store_40,Frozen,52,9.26,East
04/01/2024,Store_40,Bakery,24,29.78,South
05/01/2024,Store_40,Beverages,145,54.83,East
06/01/2024,Store_40,Frozen,89,28.29,West
07/01/2024,Store_40,Frozen,174,22.9,South
08/01/2024,Store_40,Dairy,64,53.21,North
09/01/2024,Store_40,Beverages,119,17.81,South
10/01/2024,Store_40,Dairy,156,80.24,North
11/01/2024,Store_40,Dairy,178,48.95,West
12/01/2024,Store_40,Produce,64,57.81,North
13/01/2024,Store_40,Dairy,156,15.59,East
14/01/2024,Store_40,Bakery,86,33.13,West
15/01/2024,Store_40,Frozen,56,41.6,West
16/01/2024,Store_40,Dairy,59,81.01,North
17/01/2024,Store_40,Bakery,133,77.25,South
18/01/2024,Store_40,Beverages,182,23.07,North
19/01/2024,Store_40,Frozen,172,62,North
20/01/2024,Store_40,Beverages,170,25.1,West
21/01/2024,Store_40,Bakery,125,98.84,East
22/01/2024,Store_40,Beverages,185,95.26,South
23/01/2024,Store_40,Beverages,47,56.76,North
24/01/2024,Store_40,Beverages,121,70.19,East
25/01/2024,Store_40,Dairy,153,80.34,East
26/01/2024,Store_40,Dairy,102,72.38,South
27/01/2024,Store_40,Dairy,44,70.28,East
28/01/2024,Store_40,Frozen,15,95.9,North
29/01/2024,Store_40,Bakery,105,60.05,West
30/01/2024,Store_40,Dairy,51,63.99,East
31/01/2024,Store_40,Beverages,53,85.08,West
01/02/2024,Store_40,Beverages,34,67.32,South
02/02/2024,Store_40,Beverages,124,73.56,South
03/02/2024,Store_40,Beverages,77,24.18,East
04/02/2024,Store_40,Produce,136,37.76,West
05/02/2024,Store_40,Frozen,123,15.58,North
06/02/2024,Store_40,Bakery,70,51.07,West
07/02/2024,Store_40,Bakery,21,46.12,East
08/02/2024,Store_40,Dairy,108,99.72,West
09/02/2024,Store_40,Produce,108,61.51,West
10/02/2024,Store_40,Bakery,135,78.86,South
11/02/2024,Store_40,Frozen,90,34.07,East
12/02/2024,Store_40,Beverages,79,83.32,West
13/02/2024,Store_40,Dairy,184,61.89,East
14/02/2024,Store_40,Frozen,177,70,North
15/02/2024,Store_40,Bakery,42,30.15,East
16/02/2024,Store_40,Produce,151,55.32,North
17/02/2024,Store_40,Dairy,52,63.77,East
18/02/2024,Store_40,Bakery,102,59.32,East
19/02/2024,Store_40,Dairy,105,91.6,West
20/02/2024,Store_40,Bakery,79,89.93,West
21/02/2024,Store_40,Beverages,112,97.13,North
22/02/2024,Store_40,Produce,181,67.08,North
23/02/2024,Store_40,Beverages,104,97.22,South
24/02/2024,Store_40,Bakery,16,83.42,West
25/02/2024,Store_40,Frozen,96,27.81,North
26/02/2024,Store_40,Beverages,37,43.32,West
27/02/2024,Store_40,Frozen,146,24.6,East
28/02/2024,Store_40,Bakery,148,1.42,South
29/02/2024,Store_40,Produce,46,19.62,West
01/03/2024,Store_40,Frozen,2,1.4,West
02/03/2024,Store_40,Bakery,119,72.26,West
03/03/2024,Store_40,Frozen,87,43.13,West
04/03/2024,Store_40,Beverages,94,31.94,North
05/03/2024,Store_40,Bakery,191,76.41,North
06/03/2024,Store_40,Beverages,3,83.42,South
07/03/2024,Store_40,Dairy,174,97.55,East
08/03/2024,Store_40,Bakery,111,64.56,East
09/03/2024,Store_40,Frozen,177,46.69,South
10/03/2024,Store_40,Dairy,1,31.22,East
11/03/2024,Store_40,Beverages,105,23.01,North
12/03/2024,Store_40,Beverages,22,22.08,West
13/03/2024,Store_40,Frozen,142,41.51,East
14/03/2024,Store_40,Dairy,173,99.19,West
15/03/2024,Store_40,Produce,134,1.08,West
16/03/2024,Store_40,Frozen,65,20.52,North
17/03/2024,Store_40,Beverages,21,19.65,West
18/03/2024,Store_40,Bakery,4,71.99,East
19/03/2024,Store_40,Dairy,131,35.9,North
20/03/2024,Store_40,Produce,113,46.27,South
21/03/2024,Store_40,Bakery,30,15.71,North
22/03/2024,Store_40,Dairy,31,41.09,East
23/03/2024,Store_40,Frozen,162,11.22,North
24/03/2024,Store_40,Frozen,20,53.77,East
25/03/2024,Store_40,Dairy,54,10.7,East
26/03/2024,Store_40,Produce,126,79.26,North
27/03/2024,Store_40,Dairy,153,57.09,East
28/03/2024,Store_40,Bakery,15,72.67,South
29/03/2024,Store_40,Bakery,166,42.43,East
30/03/2024,Store_40,Frozen,151,38.77,South
31/03/2024,Store_40,Dairy,180,10.72,South
01/01/2024,Store_41,Frozen,194,52.86,East
02/01/2024,Store_41,Produce,185,51.94,West
03/01/2024,Store_41,Bakery,57,47.34,South
04/01/2024,Store_41,Beverages,79,74.31,South
05/01/2024,Store_41,Beverages,180,83.42,North
06/01/2024,Store_41,Dairy,163,75.33,South
07/01/2024,Store_41,Dairy,14,15.24,South
08/01/2024,Store_41,Beverages,91,62.58,South
09/01/2024,Store_41,Dairy,14,8.95,South
10/01/2024,Store_41,Bakery,99,69.77,West
11/01/2024,Store_41,Produce,33,38.8,South
12/01/2024,Store_41,Produce,180,14.12,East
13/01/2024,Store_41,Frozen,1,86.34,West
14/01/2024,Store_41,Bakery,34,61.79,South
15/01/2024,Store_41,Dairy,19,36.12,East
16/01/2024,Store_41,Dairy,152,4.04,East
17/01/2024,Store_41,Frozen,4,54.19,West
18/01/2024,Store_41,Frozen,164,92.4,West
19/01/2024,Store_41,Dairy,77,60.04,East
20/01/2024,Store_41,Dairy,58,97.19,West
21/01/2024,Store_41,Bakery,160,14.51,West
22/01/2024,Store_41,Frozen,137,57.26,North
23/01/2024,Store_41,Bakery,103,80.01,West
24/01/2024,Store_41,Dairy,67,53.03,North
25/01/2024,Store_41,Beverages,116,10.02,West
26/01/2024,Store_41,Beverages,148,58.71,West
27/01/2024,Store_41,Dairy,120,61.56,East
28/01/2024,Store_41,Frozen,190,73.14,North
29/01/2024,Store_41,Beverages,186,76.36,West
30/01/2024,Store_41,Frozen,22,77.31,South
31/01/2024,Store_41,Beverages,112,66.68,West
01/02/2024,Store_41,Frozen,195,22.37,East
02/02/2024,Store_41,Beverages,75,41.02,East
03/02/2024,Store_41,Frozen,176,77.84,East
04/02/2024,Store_41,Bakery,136,95.39,North
05/02/2024,Store_41,Frozen,143,8.82,North
06/02/2024,Store_41,Bakery,32,54.02,North
07/02/2024,Store_41,Bakery,181,31.94,South
08/02/2024,Store_41,Dairy,67,23.31,North
09/02/2024,Store_41,Bakery,4,51.08,East
10/02/2024,Store_41,Produce,30,61,North
11/02/2024,Store_41,Bakery,13,1.97,North
12/02/2024,Store_41,Frozen,21,78.24,West
13/02/2024,Store_41,Bakery,41,82.17,North
14/02/2024,Store_41,Frozen,121,96.59,West
15/02/2024,Store_41,Frozen,19,18.88,North
16/02/2024,Store_41,Produce,48,59.86,West
17/02/2024,Store_41,Bakery,86,43.24,East
18/02/2024,Store_41,Bakery,63,34.15,North
19/02/2024,Store_41,Beverages,148,57,East
20/02/2024,Store_41,Beverages,192,78.46,North
21/02/2024,Store_41,Dairy,37,3.28,South
22/02/2024,Store_41,Frozen,31,96.97,South
23/02/2024,Store_41,Produce,74,81.18,East
24/02/2024,Store_41,Beverages,146,75.36,East
25/02/2024,Store_41,Bakery,107,76.28,South
26/02/2024,Store_41,Dairy,103,39.52,South
27/02/2024,Store_41,Produce,110,75.41,West
28/02/2024,Store_41,Bakery,20,39.29,North
29/02/2024,Store_41,Bakery,139,89.97,South
01/03/2024,Store_41,Frozen,86,18.55,East
02/03/2024,Store_41,Frozen,44,29.94,East
03/03/2024,Store_41,Beverages,82,55.58,South
04/03/2024,Store_41,Beverages,64,32.6,East
05/03/2024,Store_41,Bakery,122,43,North
06/03/2024,Store_41,Bakery,162,49.75,West
07/03/2024,Store_41,Beverages,87,85.78,North
08/03/2024,Store_41,Beverages,65,52.8,West
09/03/2024,Store_41,Bakery,55,36.88,West
10/03/2024,Store_41,Produce,74,25.53,South
11/03/2024,Store_41,Bakery,117,41.46,East
12/03/2024,Store_41,Produce,129,52.06,West
13/03/2024,Store_41,Produce,166,74.87,South
14/03/2024,Store_41,Bakery,137,12.98,East
15/03/2024,Store_41,Dairy,95,22.94,East
16/03/2024,Store_41,Beverages,199,38.59,West
17/03/2024,Store_41,Frozen,145,36.68,East
18/03/2024,Store_41,Bakery,99,39.78,North
19/03/2024,Store_41,Produce,112,79.56,East
20/03/2024,Store_41,Bakery,52,33.09,North
21/03/2024,Store_41,Beverages,146,50.69,East
22/03/2024,Store_41,Produce,191,62.77,West
23/03/2024,Store_41,Frozen,33,23.99,West
24/03/2024,Store_41,Frozen,4,72.15,South
25/03/2024,Store_41,Frozen,87,55.16,North
26/03/2024,Store_41,Dairy,75,45.23,North
27/03/2024,Store_41,Produce,180,81.17,West
28/03/2024,Store_41,Produce,9,25.11,West
29/03/2024,Store_41,Dairy,64,88.43,West
30/03/2024,Store_41,Produce,30,56.54,North
31/03/2024,Store_41,Dairy,136,61.31,South
01/01/2024,Store_42,Bakery,133,87.63,North
02/01/2024,Store_42,Beverages,76,81.94,West
03/01/2024,Store_42,Frozen,191,60.55,South
04/01/2024,Store_42,Dairy,129,75.57,East
05/01/2024,Store_42,Dairy,15,43.9,East
06/01/2024,Store_42,Dairy,89,55.19,West
07/01/2024,Store_42,Bakery,166,7.14,South
08/01/2024,Store_42,Dairy,170,9.9,West
09/01/2024,Store_42,Beverages,128,83.11,North
10/01/2024,Store_42,Beverages,174,6.91,North
11/01/2024,Store_42,Frozen,181,17.77,South
12/01/2024,Store_42,Bakery,26,79.79,West
13/01/2024,Store_42,Beverages,61,1.11,West
14/01/2024,Store_42,Produce,123,28.96,East
15/01/2024,Store_42,Produce,67,58.82,South
16/01/2024,Store_42,Produce,182,59.95,West
17/01/2024,Store_42,Dairy,150,77.94,North
18/01/2024,Store_42,Dairy,26,51.09,West
19/01/2024,Store_42,Produce,83,51.43,West
20/01/2024,Store_42,Frozen,108,72.81,North
21/01/2024,Store_42,Frozen,111,50.36,North
22/01/2024,Store_42,Dairy,60,61.24,West
23/01/2024,Store_42,Produce,39,89.88,North
24/01/2024,Store_42,Frozen,123,40.74,East
25/01/2024,Store_42,Dairy,36,39.13,East
26/01/2024,Store_42,Produce,21,1.35,East
27/01/2024,Store_42,Bakery,169,61.73,North
28/01/2024,Store_42,Produce,118,3.95,North
29/01/2024,Store_42,Produce,48,50.91,North
30/01/2024,Store_42,Beverages,26,80.62,South
31/01/2024,Store_42,Beverages,191,55.44,North
01/02/2024,Store_42,Bakery,36,27.69,East
02/02/2024,Store_42,Bakery,152,78.83,East
03/02/2024,Store_42,Produce,128,27.7,East
04/02/2024,Store_42,Frozen,149,73.57,South
05/02/2024,Store_42,Bakery,146,61.42,West
06/02/2024,Store_42,Produce,15,17.83,East
07/02/2024,Store_42,Dairy,79,90.61,South
08/02/2024,Store_42,Beverages,134,20.86,West
09/02/2024,Store_42,Frozen,171,98.97,South
10/02/2024,Store_42,Produce,159,1.72,South
11/02/2024,Store_42,Dairy,28,27.08,West
12/02/2024,Store_42,Beverages,136,20.79,North
13/02/2024,Store_42,Dairy,157,2.39,North
14/02/2024,Store_42,Produce,149,73.5,East
15/02/2024,Store_42,Bakery,120,69.65,West
16/02/2024,Store_42,Beverages,88,79.44,East
17/02/2024,Store_42,Dairy,186,26.41,South
18/02/2024,Store_42,Bakery,188,44.99,North
19/02/2024,Store_42,Frozen,178,66.25,East
20/02/2024,Store_42,Produce,31,44.54,East
21/02/2024,Store_42,Produce,47,70.04,North
22/02/2024,Store_42,Beverages,34,63.76,South
23/02/2024,Store_42,Dairy,2,12.35,East
24/02/2024,Store_42,Frozen,106,78.32,East
25/02/2024,Store_42,Beverages,195,72.35,West
26/02/2024,Store_42,Beverages,94,65.93,West
27/02/2024,Store_42,Dairy,72,16.35,North
28/02/2024,Store_42,Frozen,52,27.53,North
29/02/2024,Store_42,Dairy,135,39.92,South
01/03/2024,Store_42,Produce,147,28.71,South
02/03/2024,Store_42,Bakery,90,23.55,East
03/03/2024,Store_42,Produce,92,80.73,West
04/03/2024,Store_42,Produce,143,64.18,South
05/03/2024,Store_42,Beverages,78,56.98,East
06/03/2024,Store_42,Produce,176,23.37,East
07/03/2024,Store_42,Frozen,125,91.89,North
08/03/2024,Store_42,Produce,142,19.93,West
09/03/2024,Store_42,Frozen,131,79.7,East
10/03/2024,Store_42,Dairy,50,96.7,North
11/03/2024,Store_42,Beverages,93,72.98,East
12/03/2024,Store_42,Frozen,124,99.29,West
13/03/2024,Store_42,Produce,54,65.45,East
14/03/2024,Store_42,Beverages,134,22.53,East
15/03/2024,Store_42,Beverages,177,21.18,South
16/03/2024,Store_42,Frozen,151,33.13,South
17/03/2024,Store_42,Frozen,78,1.71,North
18/03/2024,Store_42,Bakery,78,68.49,East
19/03/2024,Store_42,Bakery,20,27.6,North
20/03/2024,Store_42,Beverages,91,81.7,West
21/03/2024,Store_42,Bakery,188,36.56,North
22/03/2024,Store_42,Produce,99,48.52,East
23/03/2024,Store_42,Dairy,173,96.6,South
24/03/2024,Store_42,Beverages,189,24.98,South
25/03/2024,Store_42,Dairy,56,72.4,North
26/03/2024,Store_42,Bakery,2,75.76,South
27/03/2024,Store_42,Frozen,105,22.88,East
28/03/2024,Store_42,Beverages,173,50.6,East
29/03/2024,Store_42,Bakery,168,35.67,West
30/03/2024,Store_42,Produce,112,77.42,South
31/03/2024,Store_42,Beverages,24,62.63,South
01/01/2024,Store_43,Beverages,157,48.12,West
02/01/2024,Store_43,Frozen,195,78.16,North
03/01/2024,Store_43,Beverages,109,24.28,West
04/01/2024,Store_43,Frozen,68,75.61,South
05/01/2024,Store_43,Bakery,114,86.67,North
06/01/2024,Store_43,Produce,194,87.98,East
07/01/2024,Store_43,Produce,84,78.58,East
08/01/2024,Store_43,Beverages,182,41.39,West
09/01/2024,Store_43,Beverages,181,98.2,East
10/01/2024,Store_43,Bakery,49,38.58,South
11/01/2024,Store_43,Frozen,32,64.22,West
12/01/2024,Store_43,Produce,61,16.95,South
13/01/2024,Store_43,Frozen,170,98.06,South
14/01/2024,Store_43,Bakery,129,70.69,North
15/01/2024,Store_43,Produce,191,75.58,North
16/01/2024,Store_43,Produce,102,7.51,North
17/01/2024,Store_43,Dairy,35,76.58,East
18/01/2024,Store_43,Bakery,51,77.7,North
19/01/2024,Store_43,Bakery,199,67.51,South
20/01/2024,Store_43,Dairy,45,29.9,West
21/01/2024,Store_43,Frozen,77,49.48,West
22/01/2024,Store_43,Dairy,113,11.93,South
23/01/2024,Store_43,Bakery,65,47.69,East
24/01/2024,Store_43,Frozen,14,25.14,West
25/01/2024,Store_43,Produce,93,35.56,South
26/01/2024,Store_43,Dairy,131,17.1,South
27/01/2024,Store_43,Frozen,24,23.78,South
28/01/2024,Store_43,Frozen,65,8.58,West
29/01/2024,Store_43,Frozen,176,92.07,West
30/01/2024,Store_43,Dairy,138,53.51,North
31/01/2024,Store_43,Produce,13,40.28,North
01/02/2024,Store_43,Frozen,142,53.97,South
02/02/2024,Store_43,Dairy,100,63.2,South
03/02/2024,Store_43,Bakery,138,92.27,South
04/02/2024,Store_43,Dairy,168,18.69,South
05/02/2024,Store_43,Dairy,151,30.26,West
06/02/2024,Store_43,Dairy,99,97.6,North
07/02/2024,Store_43,Frozen,55,37.75,East
08/02/2024,Store_43,Dairy,63,3.23,South
09/02/2024,Store_43,Bakery,71,15.62,North
10/02/2024,Store_43,Frozen,170,3.61,South
11/02/2024,Store_43,Bakery,99,99,West
12/02/2024,Store_43,Beverages,66,28.61,East
13/02/2024,Store_43,Dairy,79,92.43,North
14/02/2024,Store_43,Frozen,73,99.59,North
15/02/2024,Store_43,Frozen,47,60.38,East
16/02/2024,Store_43,Dairy,81,4.29,West
17/02/2024,Store_43,Produce,126,9.08,East
18/02/2024,Store_43,Produce,52,48.68,North
19/02/2024,Store_43,Bakery,146,41.21,East
20/02/2024,Store_43,Dairy,146,61.01,West
21/02/2024,Store_43,Dairy,152,44.45,West
22/02/2024,Store_43,Beverages,23,93.47,South
23/02/2024,Store_43,Produce,140,53.94,East
24/02/2024,Store_43,Produce,151,69.68,East
25/02/2024,Store_43,Dairy,21,89.75,North
26/02/2024,Store_43,Bakery,64,15.54,West
27/02/2024,Store_43,Dairy,72,23.74,East
28/02/2024,Store_43,Bakery,162,11.62,North
29/02/2024,Store_43,Produce,130,14.82,South
01/03/2024,Store_43,Beverages,69,51.75,East
02/03/2024,Store_43,Frozen,159,32.8,East
03/03/2024,Store_43,Produce,68,42.89,North
04/03/2024,Store_43,Bakery,198,98.27,North
05/03/2024,Store_43,Dairy,147,16.51,West
06/03/2024,Store_43,Produce,128,54.54,West
07/03/2024,Store_43,Beverages,107,10.79,West
08/03/2024,Store_43,Bakery,109,32.53,East
09/03/2024,Store_43,Dairy,72,53.23,North
10/03/2024,Store_43,Frozen,103,94.72,West
11/03/2024,Store_43,Bakery,141,39.73,East
12/03/2024,Store_43,Dairy,65,7.43,West
13/03/2024,Store_43,Frozen,134,39.43,South
14/03/2024,Store_43,Dairy,199,15.43,East
15/03/2024,Store_43,Frozen,112,23.77,West
16/03/2024,Store_43,Frozen,155,62.19,West
17/03/2024,Store_43,Frozen,79,7.67,South
18/03/2024,Store_43,Dairy,180,47.01,South
19/03/2024,Store_43,Frozen,126,61.34,West
20/03/2024,Store_43,Bakery,121,42.76,West
21/03/2024,Store_43,Beverages,87,2.89,North
22/03/2024,Store_43,Beverages,48,98.57,West
23/03/2024,Store_43,Frozen,88,37.34,West
24/03/2024,Store_43,Beverages,68,78.08,North
25/03/2024,Store_43,Beverages,172,33.24,North
26/03/2024,Store_43,Frozen,101,48.03,West
27/03/2024,Store_43,Frozen,17,39.46,North
28/03/2024,Store_43,Bakery,38,34.91,East
29/03/2024,Store_43,Produce,138,3.16,South
30/03/2024,Store_43,Dairy,54,36.64,East
31/03/2024,Store_43,Frozen,134,89.06,South
01/01/2024,Store_44,Frozen,134,69.35,South
02/01/2024,Store_44,Beverages,52,15.4,West
03/01/2024,Store_44,Bakery,15,59.52,South
04/01/2024,Store_44,Beverages,68,89.33,East
05/01/2024,Store_44,Frozen,185,70.3,West
06/01/2024,Store_44,Frozen,112,15.72,North
07/01/2024,Store_44,Beverages,184,86.92,East
08/01/2024,Store_44,Frozen,104,30.85,West
09/01/2024,Store_44,Produce,7,45.95,South
10/01/2024,Store_44,Dairy,51,53.09,East
11/01/2024,Store_44,Dairy,58,85.2,South
12/01/2024,Store_44,Dairy,192,93.23,West
13/01/2024,Store_44,Produce,109,93.04,West
14/01/2024,Store_44,Frozen,111,1.79,North
15/01/2024,Store_44,Beverages,154,92.27,North
16/01/2024,Store_44,Bakery,186,6.38,East
17/01/2024,Store_44,Frozen,31,27.31,North
18/01/2024,Store_44,Produce,194,51.98,South
19/01/2024,Store_44,Produce,92,48.51,South
20/01/2024,Store_44,Dairy,106,60.87,North
21/01/2024,Store_44,Frozen,13,48.47,North
22/01/2024,Store_44,Dairy,146,93.5,North
23/01/2024,Store_44,Bakery,119,24.81,East
24/01/2024,Store_44,Dairy,141,28.13,East
25/01/2024,Store_44,Bakery,115,92.15,South
26/01/2024,Store_44,Produce,152,8.6,East
27/01/2024,Store_44,Dairy,57,61.35,East
28/01/2024,Store_44,Dairy,126,68.49,West
29/01/2024,Store_44,Beverages,157,51.05,South
30/01/2024,Store_44,Produce,184,69.73,South
31/01/2024,Store_44,Beverages,54,18.1,North
01/02/2024,Store_44,Bakery,133,85.41,West
02/02/2024,Store_44,Bakery,163,14.86,North
03/02/2024,Store_44,Produce,19,40.68,East
04/02/2024,Store_44,Bakery,183,8.45,South
05/02/2024,Store_44,Produce,77,54.98,East
06/02/2024,Store_44,Bakery,69,67.3,East
07/02/2024,Store_44,Frozen,44,94.18,West
08/02/2024,Store_44,Dairy,38,74.19,West
09/02/2024,Store_44,Frozen,62,54.57,South
10/02/2024,Store_44,Produce,22,93.33,South
11/02/2024,Store_44,Produce,73,48.37,West
12/02/2024,Store_44,Frozen,168,56.56,West
13/02/2024,Store_44,Dairy,154,60.01,West
14/02/2024,Store_44,Dairy,125,41.59,West
15/02/2024,Store_44,Beverages,5,84.01,South
16/02/2024,Store_44,Bakery,54,19.33,South
17/02/2024,Store_44,Beverages,86,55.93,East
18/02/2024,Store_44,Dairy,177,72.5,East
19/02/2024,Store_44,Frozen,3,90.49,East
20/02/2024,Store_44,Bakery,38,88.51,South
21/02/2024,Store_44,Frozen,142,51.37,North
22/02/2024,Store_44,Beverages,175,64.67,East
23/02/2024,Store_44,Produce,142,40.03,North
24/02/2024,Store_44,Frozen,73,47.35,North
25/02/2024,Store_44,Beverages,38,90.72,North
26/02/2024,Store_44,Beverages,192,93.14,West
27/02/2024,Store_44,Beverages,172,89.65,South
28/02/2024,Store_44,Produce,125,14.7,South
29/02/2024,Store_44,Produce,70,85.16,East
01/03/2024,Store_44,Produce,65,94.89,East
02/03/2024,Store_44,Bakery,25,36.76,South
03/03/2024,Store_44,Produce,16,52.35,West
04/03/2024,Store_44,Produce,15,78.13,South
05/03/2024,Store_44,Produce,131,56.65,North
06/03/2024,Store_44,Frozen,195,99.35,South
07/03/2024,Store_44,Produce,37,46.12,West
08/03/2024,Store_44,Bakery,183,71.68,South
09/03/2024,Store_44,Beverages,125,79.47,South
10/03/2024,Store_44,Frozen,113,49.92,South
11/03/2024,Store_44,Dairy,166,85.84,North
12/03/2024,Store_44,Produce,191,55.07,East
13/03/2024,Store_44,Beverages,1,41.75,West
14/03/2024,Store_44,Beverages,71,11.67,North
15/03/2024,Store_44,Frozen,103,39.95,South
16/03/2024,Store_44,Dairy,19,73.66,South
17/03/2024,Store_44,Bakery,52,92.21,East
18/03/2024,Store_44,Beverages,118,25.92,East
19/03/2024,Store_44,Beverages,158,36.17,East
20/03/2024,Store_44,Beverages,107,16.24,North
21/03/2024,Store_44,Beverages,55,69.38,West
22/03/2024,Store_44,Frozen,14,96.06,East
23/03/2024,Store_44,Dairy,13,64.45,South
24/03/2024,Store_44,Beverages,84,62.09,West
25/03/2024,Store_44,Bakery,90,55.8,South
26/03/2024,Store_44,Bakery,27,9.76,South
27/03/2024,Store_44,Produce,89,73.22,West
28/03/2024,Store_44,Beverages,137,60.6,North
29/03/2024,Store_44,Beverages,41,66.49,West
30/03/2024,Store_44,Beverages,48,89.98,East
31/03/2024,Store_44,Beverages,12,78.61,West
01/01/2024,Store_45,Beverages,138,78.31,East
02/01/2024,Store_45,Bakery,6,92.79,East
03/01/2024,Store_45,Dairy,162,99,West
04/01/2024,Store_45,Dairy,180,58.55,West
05/01/2024,Store_45,Produce,41,11.78,East
06/01/2024,Store_45,Bakery,6,46.45,South
07/01/2024,Store_45,Beverages,130,78.97,West
08/01/2024,Store_45,Dairy,15,3.74,North
09/01/2024,Store_45,Frozen,145,6.63,East
10/01/2024,Store_45,Frozen,16,7.65,South
11/01/2024,Store_45,Frozen,156,73.37,West
12/01/2024,Store_45,Beverages,85,50.62,West
13/01/2024,Store_45,Beverages,10,37.52,South
14/01/2024,Store_45,Produce,138,11.46,North
15/01/2024,Store_45,Produce,138,73.49,East
16/01/2024,Store_45,Produce,156,32.78,West
17/01/2024,Store_45,Frozen,152,27.27,North
18/01/2024,Store_45,Beverages,19,65.58,East
19/01/2024,Store_45,Frozen,68,56.34,North
20/01/2024,Store_45,Produce,184,36.88,East
21/01/2024,Store_45,Beverages,195,64.51,East
22/01/2024,Store_45,Bakery,42,27.85,North
23/01/2024,Store_45,Dairy,140,79.69,East
24/01/2024,Store_45,Dairy,146,23.7,West
25/01/2024,Store_45,Produce,151,16.72,West
26/01/2024,Store_45,Frozen,84,78.46,North
27/01/2024,Store_45,Bakery,134,71.08,North
28/01/2024,Store_45,Beverages,53,19.08,East
29/01/2024,Store_45,Frozen,98,12.51,East
30/01/2024,Store_45,Produce,42,84,North
31/01/2024,Store_45,Frozen,194,77.88,South
01/02/2024,Store_45,Produce,30,33.4,North
02/02/2024,Store_45,Dairy,9,66.16,South
03/02/2024,Store_45,Dairy,170,13.29,South
04/02/2024,Store_45,Frozen,34,51.2,North
05/02/2024,Store_45,Bakery,168,2.85,North
06/02/2024,Store_45,Beverages,88,39.77,North
07/02/2024,Store_45,Produce,145,8.41,South
08/02/2024,Store_45,Beverages,157,48.04,West
